@id,name,name:ar,network,network:wikidata,operator,operator:wikidata,public_transport,railway,tram,lon,lat,alt_name:ft,alt_name:ar,alt_name:fr,name:fr,name:de,name:en,source,name:it,shelter,amenity,operator:fr,wikidata,wikipedia,@geometry,addr:city,addr:city:fr,building,old_name,old_name:fr,addr:postcode,layer,toilets:wheelchair,wheelchair,addr:housenumber,addr:street,addr:street:fr,barrier,denomination,operator:wikipedia,phone,website,addr:suburb,description,alt_name,check_date,opening_hours,religion,name:ber,name:kab,note,residential,landuse,old_name:ar,short_name,addr:country,email,wikimedia_commons,addr:state,contact:facebook,contact:twitter,contact:youtube,fax,name:pt,official_name:kab,old_short_name,addr:city:ar,name:es,facebook,alt_name:en,contact:email,contact:website,material,name:fa,short_name:fr
way/295309065,École de Police de Aïn Benian,مدرسة الشرطة بعين البنيان,,,,,,,,2.9040322,36.7981586,,,,École de Police de Aïn Benian,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/297261337,IMSIE Institut de Management Stratégique et d'Intelligence Economique,,,,,,,,,3.0096692,36.7560292,,,,,,,,,,college,,,,center,Ben Aknoun,,college,,,16043,,,,10,Rue Idir Toumi,,,,,+213 21 94 58 66,http://www.imsie.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/297438222,Cité Universitaire pour filles Baya Hocine (CUB4),,,,,,,,,3.1892034,36.7129791,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,
way/300649139,,,,,,,,,,2.9793023,36.6717044,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/309708884,Annexe de l'Ecole Superieure de la Magistrature,,,,l'Ecole Superieure de la Magistrature,,,,,3.1479799,36.7177128,,,,,,,,,,college,,,,center,El-Harrach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/318917867,CFPA Belamine Arezki,,,,,,,,,2.943842,36.7359692,,,,,,,,,,college,,,,center,Ouled Fayet,,,,,16094,,,,,,,,,,+213(0) 21 38 71 89 Fax 021 38 71 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/323802165,ONDEFOC,,,,,,,,,3.2883066,36.7389184,,,,,,,,,,college,,,,center,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/328287372,Centre de Formation de l'Industrie du Ciment,,,,,,,,,3.0823069,36.68973,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/343810647,CFPA,,,,,,,,,2.9921134,36.6431361,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/344394018,Université d'Alger - Faculté de droit,جامعة الجزائر - كلية الحقوق,,,,,,,,3.0339125,36.7318268,,,,Université d'Alger - Faculté de droit,,,,,,university,,,,center,Bir Mourad Raïs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/344891319,Ecole Nationale de la Santé Publique,المدرسة الوطنية للصحة العمومية,,,,,,,,3.2552731,36.807574,,,,,,,,,,college,,,,center,El Marsa,,,,,,,,,,,,,,,+21321 86 10 75,www.ands.dz/ensp/lasante.htm,,,,,,,,,,,,,ENSP,,,,,,,,,,,,,,,,,,,,
way/361066711,CFPA El Djamila,مركز التكوين والتمهين,,,,,,,,2.9053394,36.7996638,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/364579424,CFPA Féminin,,,,,,,,,3.2726702,36.7363215,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/382886237,INSFP Bordj El Bahri,,,,,,,,,3.2593364,36.7865837,,,,INSFP Bordj El Bahri,,,local knowledge,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/387256106,,القطب العلمي والتكنولوجي عبد الحفيظ إحدادن,,,,,,,,2.8663911,36.688151,,,,Pôle de sciences et technologies Abdelhafid Iheddaden,,Abdelhafid Ihaddaden Scientific and Technological Hub,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdelhafid Ihaddaden University Hub,,,,,
way/387437292,CFPA,,,,,,,,,3.1291655,36.7096484,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/426908488,Ecole Polytechnique d'Architecture et d'Urbanisme,,,,,,,,,3.1539529,36.7195482,,,,(EPAU),,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPAU,,,,,,,,,,,,,,,,,,,,
way/430860603,Institut national de la poste et des technologies de l'information et de la communication,المعهد الوطني للبريد وتكنولوجيات الإعلام والاتصال,,,,,,,,3.1423286,36.6616547,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/435213720,CFPA Mohamed Allouche,,,,,,,,,2.9492863,36.6775092,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/435782936,CFPA zENNOUCHE yOUCEF,,,,,,,,,3.0984851,36.6562355,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/454270906,Institut Supérieur de Formation Ferroviaire,,,,,,,,,3.2581387,36.7301063,,,,,,,,,,college,,,,center,Rouiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/458057663,Cima Excellence,,,,,,,,,3.3040683,36.7383574,,,,,,,,,,college,,,,center,Rouiba,,college,,,16012,,,,,RN 5,,,,,+213 560 03 00 03,http://cima-excellence.com/,Lotissement Branci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/475383562,المدرسة العليا للفنون الجميلة,المدرسة العليا للفنون الجميلة,,,,,,,,3.0439637,36.7616947,,المدرسة العليا للفنون الجميلة بالجزائر,ESBA,École Supérieure des Beaux-Arts,,,,,,college,,Q23846121,ar:المدرسة العليا للفنون الجميلة (الجزائر),center,الجزائر الوسطى,,,,,,,,,,جادة كريم بلقاسم,,,,,,https://www.esba.dz/,,,المدرسة العليا للفنون الجميلة بالجزائر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/478528321,Institut de Technologie Moyen Agricole Spécialisé المعهد التكنولوجي المتوسط الفلاحي المتخصص,المعهد التكنولوجي المتوسط الفلاحي المتخصص,,,,,,,,3.3124624,36.7795012,,,,Institut de Technologie Moyen Agricole Spécialisé,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/482709060,École 1er Novembre,,,,,,,,,2.845534,36.716645,,,,École 1er Novembre,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/533836030,École de l'environnement,مدرسة البيئة,,,,,,,,3.0777223,36.7482772,,,,École de l'environnement,,,,,,college,,,,center,بلوزداد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,بلوزداد,,,,,,,,
way/561830853,École Supérieure de la Sécurité Sociale,المدرسة العليا للضمان الإجتماعي,,,,,,,,2.9984674,36.7550283,,,,École Supérieure de la Sécurité Sociale,,,,,,college,,,,center,Ben Aknoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESSS,,,,,,,,,,,,,,,,,,,,
way/666205567,Ecole Supérieure des Travaux Publics,,,,,,,,,2.8584479,36.6752884,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/798143230,IRA University,,,,,,,,,3.2234874,36.7559022,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ira.university@gmail.com,https://web.facebook.com/IRAuniversity,,,
way/931985209,,,,,,,,,,3.035375,36.7163102,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/966782506,متوسطة حي عدل فايزي,,,,,,,,,3.252035,36.7822471,,,,,,,,,,college,,,,center,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,masonry,,
way/1267564230,المدرسة الوطنية العليا للتكنولوجيا المتقدمة,,,,,,,,,3.0609651,36.7883197,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2528440794,CFPA Dergana,,,,,,,,,3.2617196,36.7672751,,,,,,,local knowledge,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2955994366,,,,,,,,,,3.0548716,36.7735813,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2964284364,SLB Ecole d'anglais,,,,,,,,,3.0591409,36.7736585,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2999559020,علي عسوس,علي عسوس,,,,,,,,3.0110504,36.7760279,,,,Ali Assous,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3100318964,Busines school Algeria,,,,,,,,,3.037661,36.7329892,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3105260855,Établissement de formation professionnelle accrédité,,,,,,,,,3.2119766,36.7521259,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3287466378,CEFAM,,,,,,,,,2.8867607,36.757252,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,+213 20330575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3764904543,farabi,الفارابي,,,,,,,,3.0612394,36.7908411,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,فارابی,
node/3764904544,Om Habiba,أم حبيبة,,,,,,,,3.0611025,36.7909235,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3764919884,École la concorde,,,,,,,,,3.0290598,36.8118824,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3764922009,,,,,,,,,,3.025276,36.8111824,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3935525162,école Rebah Handla,,,,,,,,,3.0148524,36.7701444,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3949870083,El Klimat Shcoul,,,,,,,,,3.0025279,36.7794459,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3983638335,Centre de formation Bouskour,,,,,,,,,3.0111661,36.7945954,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4003196065,British Council,المجلس البريطانى,,,,,,,,3.0481619,36.7404084,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4003199843,Établissement de perfectionnement de la langue anglaise,,,,,,,,,3.072084,36.7435025,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4035895007,École Aladin,مدرسة علاء الدين,,,,,,,,3.2339553,36.7749515,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4077759236,Ecole Primaire Ourida Meddad,ابتدائية وريدة مداد,,,,,,,,3.2543466,36.8098541,,,,Ecole Primaire Ourida Meddad,,,,,,college,,,,,المرسى,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,المرسى,,,,,,,,
node/4086902807,Newton,,,,,,,,,3.0949259,36.7043047,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4113838476,Tirouch mohamed seghir,,,,,,,,,3.2377235,36.7342511,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4118189359,Alcodefi,,,,,,,,,3.2809203,36.7375848,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4281806953,Abed ellah boutoubal,,,,,,,,,2.8910636,36.751135,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4282811387,,,,,,,,,,2.9656618,36.7221262,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4345536489,centre de formation professionnelle,,,,,,,,,2.9065615,36.7038716,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4524479596,Centre de formation professionnel,,,,,,,,,3.3378449,36.7313216,,,,Centre de formation professionnel,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4554217253,Ikram,إكرام,,,,,,,,3.1657709,36.7239226,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4704527127,Ecole Nationale Supérieure des Sciences de la Mer et de l'Aménagement du Littoral,,,,Ecole Nationale Supérieure des Sciences de la Mer et de l'Aménagement du Littoral,,,,,2.9817799,36.7553186,,,,,,,,,,university,,Q30294184,,,Dely Brahim,,,,,16320,,,,,"BP 19 Campus Universitaire , Bois Des Cars , Dely Ibrahim –Alger",,,,,(+213) 021 91 77 43/ (+213) 021 91 77 87,http://www.enssmal.dz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5179082521,الإقامة الجامعية طالب عبد الرحمان,الإقامة الجامعية طالب عبد الرحمان,,,,,,,,3.0068053,36.7596249,,,,Résidence universitaire TALEB Abderrahmane,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5437109954,Cem ahmad chaanan,,,,,,,,,3.1337386,36.7272556,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5462652004,École Nationale de Santé Militaire,المدرسة الوطنية للصحة العسكرية,,,,,,,,3.0621098,36.7184351,,,,École Nationale de Santé Militaire,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5481897480,École privée el manale,,,,,,,,,2.9200839,36.8002668,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5564045481,واعيل محمد,واعيل محمد,,,,,,,,3.2389057,36.7277002,,,,Wael Mohamed,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5606542421,Centre de formation de la chambre Algérienne du Commerce et de l’industrie (CACI formation),,,,,,,,,3.1598678,36.732662,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5640660121,,,,,,,,,,3.0509884,36.741112,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5658823722,,,,,,,,,,3.1182438,36.7331422,,,,Université de formation continue UFC kharouba,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5658830521,,,,,,,,,,3.0040529,36.7790571,,,,Université de formation continue UFC bouzerehea,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,Sa-Th 10:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5658830621,,,,,,,,,,2.9831795,36.7576724,,,,Direction de l'Université de formation continue UFC,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5745861448,École sabdoun ali,,,,,,,,,3.1886084,36.7466133,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5745861622,,,,,,,,,,3.3376265,36.7228811,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6061074505,Maternelle crèche,,,,,,,,,3.1956858,36.7412482,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6069986085,,,,,,,,,,2.9048578,36.7937858,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6142240987,École privée,,,,,,,,,3.1454633,36.7297559,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6224239787,Chakib jaafer,,,,,,,,,3.2723311,36.7764475,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6481391918,,,,,,,,,,2.8788192,36.7336561,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6681185891,,,,,,,,,,2.9536139,36.712784,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6697098587,Université Bouzereah (Alger 2),,,,,,,,,3.0058285,36.7790804,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6795540594,مركز التكوين المهني ، ملحقة المرسى,مركز التكوين المهني ، ملحقة المرسى,,,,,,,,3.2397398,36.8026305,,,,Centre de Formation Professionnel et d'Apprentissage,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFPA
node/6860275524,École ennassaim,,,,,,,,,3.2348182,36.734571,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10570693613,École privée,,,,,,,,,2.9901134,36.7072376,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
